Job ID,Job Title,Company,Location,Remote,Salary,Job Type,Rating,Reviews,Posted,Benefits,Skills (detected),Apply Link,Description
99d081def43d9525,Junior Data Engineer,Sonepar,"Jackson, MS 39201",No,,Full-time,3.2,272,Just posted,,"python, java, sql, excel",https://www.indeed.com/applystart?jk=99d081def43d9525&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4nam89tglls802&astse=f0708065f2fbb37a&assa=1280&params=mobvjtk=1j4nam89tglls802&jk=99d081def43d9525,"Sonepar Management Group (SMG) supports our Sonepar brands (i.e. operating companies) in the US through a shared services model. These services include, but are not limited to: human resources, finance, digital enterprise, supply chain, vendor relations, marketing, legal, and communications. The SMG teams enable our brands to do business in their local regions while taking advantage of the scale and collective resources of a global enterprise. SMG fosters an inclusive and supportive culture. We ..."
aa7b02f61dd9148e,Power BI Data Engineer (Remote),Pratt & Whitney,Connecticut,No,"$82,000 - $164,000 a year",Full-time,3.8,1554,Just posted,,sql,https://www.indeed.com/applystart?jk=aa7b02f61dd9148e&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4nam8nsiq77800&astse=3ba9993153db6e14&assa=1705&params=mobvjtk=1j4nam8nsiq77800&jk=aa7b02f61dd9148e,"Date Posted: 2025-09-08 Country: United States of America Location: PW208: Connecticut Remote Remote Location , Remote City, CT, 06035 USA Position Role Type: Remote U.S. Citizen, U.S. Person, or Immigration Status Requirements: Must be authorized to work in the U.S. without the company’s immigration sponsorship now or in the future. The company will not offer immigration sponsorship for this position. The company will not seek an export authorization for this role. Security Clearance: None/Not ..."
511e1a3b48d154e0,"Data Engineer II, Managed Operations Engineering & Data Science (MOEDS)","Amazon Development Center U.S., Inc.","Arlington, VA",No,,Full-time,3.4,515,Just posted,,"python, java, machine learning, aws",https://www.indeed.com/applystart?jk=511e1a3b48d154e0&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4nam92mgedp83d&astse=96aebbc21fc3a679&assa=2117&params=mobvjtk=1j4nam92mgedp83d&jk=511e1a3b48d154e0,"DESCRIPTION Amazon Web Services (AWS) is the world leader in providing a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world! Passionate about building, owning and operating massively scalable systems? Experienced in building and leading teams of highly competent software engineers? Want to make a billion-dollar impact? If so, we have an exciting opportunity for you. The AWS Managed Operations ..."
3e7cb43e811aecb1,Software Engineer,"Odyssey Systems Consulting Group, Ltd.","San Antonio, TX",No,,Full-time,3.9,51,Just posted,,excel,https://www.indeed.com/applystart?jk=3e7cb43e811aecb1&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4nam9fviudk801&astse=1f175332f451efe0&assa=2495&params=mobvjtk=1j4nam9fviudk801&jk=3e7cb43e811aecb1,"Position Summary: Odyssey Systems has an exciting opportunity for a Software Engineer supporting the Air Force Life Cycle Management Center’s Cryptologic and Cyber Systems Division (AFLCMC/HNC) at Lackland AFB, TX. AFLCMC/HNC provides life cycle management for information assurance and critical systems, ensuring warfighter access to secure information systems while denying adversaries access to the same. This role will focus on software development, automation, and analytics in support of missio..."
e11fb203aa19f4dc,"Support Engineer, Data Center Central Operations","Amazon Data Services, Inc.","Seattle, WA",No,"$67,200 - $150,300 a year",Full-time,3.5,53845,Just posted,,"machine learning, aws",https://www.indeed.com/applystart?jk=e11fb203aa19f4dc&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4nambiig2ss80l&astse=2e324d1ec2581b36&assa=4655&params=mobvjtk=1j4nambiig2ss80l&jk=e11fb203aa19f4dc,"DESCRIPTION AWS Infrastructure Services owns the design, planning, delivery, and operation of all AWS global infrastructure. In other words, we’re the people who keep the cloud running. We support all AWS data centers and all of the servers, storage, networking, power, and cooling equipment that ensure our customers have continual access to the innovation they rely on. We work on the most challenging problems, with thousands of variables impacting capacity delivery — and we’re looking for talent..."
705391491e2a4f8a,Professional Services Engineer,"Keysight Technologies, Inc.","Trenton, NJ 08608",No,,Full-time,3.9,394,Just posted,,"python, aws",https://www.indeed.com/applystart?jk=705391491e2a4f8a&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4nambtcgstu801&astse=6483ba09e69f537e&assa=4936&params=mobvjtk=1j4nambtcgstu801&jk=705391491e2a4f8a,"Overview: Keysight is on the forefront of technology innovation, delivering breakthroughs and trusted insights in electronic design, simulation, prototyping, test, manufacturing, and optimization. Our ~15,000 employees create world-class solutions in communications, 5G, automotive, energy, quantum, aerospace, defense, and semiconductor markets for customers in over 100 countries. Learn more about what we do. Our award-winning culture embraces a bold vision of where technology can take us and a p..."
359d95879ea70143,"Engineer, Tools & Applications",Comcast Corporation,"Philadelphia, PA 19103",No,,Full-time,3.6,19461,Just posted,,"python, java, sql",https://www.indeed.com/applystart?jk=359d95879ea70143&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namcamg05v800&astse=80ee3d757fa5bca4&assa=5380&params=mobvjtk=1j4namcamg05v800&jk=359d95879ea70143,"Make your mark at Comcast - a Fortune 30 global media and technology company. From the connectivity and platforms we provide, to the content and experiences we create, we reach hundreds of millions of customers, viewers, and guests worldwide. Become part of our award-winning technology team that turns big ideas into cutting-edge products, platforms, and solutions that our customers love. We create space to innovate, and we recognize, reward, and invest in your ideas, while ensuring you can proud..."
4ac33427843a8849,Software Engineer III - C#/.NET/React,JPMorganChase,"Houston, TX 77002",No,,Full-time,3.9,20101,Just posted,,"sql, machine learning, aws",https://www.indeed.com/applystart?jk=4ac33427843a8849&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namcmu22ql01j&astse=682254ca7e831a92&assa=5766&params=mobvjtk=1j4namcmu22ql01j&jk=4ac33427843a8849,"JOB DESCRIPTION We have an exciting and rewarding opportunity for you to take your software engineering career to the next level. As a Software Engineer III at JPMorgan Chase within the Commercial & Investment Bank organization, you will be a seasoned member of an agile team, tasked with designing and delivering trusted, market-leading technology products that are secure, stable, and scalable. You will be responsible for implementing critical technology solutions across multiple technical areas,..."
95afe62bf6685b6c,Machine Learning Engineer,SALUD REVENUE PARTNERS LLC,"West Lafayette, IN 47906",No,,Full-time,4.4,18,Just posted,,"python, machine learning",https://www.indeed.com/applystart?jk=95afe62bf6685b6c&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namdji20bm000&astse=3da0b2dc911133df&assa=6675&params=mobvjtk=1j4namdji20bm000&jk=95afe62bf6685b6c,"Salud Revenue Partners (Salud) is a technology-enabled service company with leadership and a high-performance culture that partners with healthcare providers nationwide to improve their revenue cycle performance. Our vision is to be a national model for the delivery of revenue cycle services. We are at the forefront of innovation, applying next generation process automation and artificial intelligence to focus on the most productive work to help healthcare organizations resolve difficult account..."
1980465b76589f6c,Thermal Attainment Engineer- Data Center GPUs,"Advanced Micro Devices, Inc","Austin, TX 78735",No,,,3.8,646,Just posted,,"python, excel, aws",https://www.indeed.com/applystart?jk=1980465b76589f6c&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namlscjcm080h&astse=a4b0e15f064d89cf&assa=5176&params=mobvjtk=1j4namlscjcm080h&jk=1980465b76589f6c,"Overview: WHAT YOU DO AT AMD CHANGES EVERYTHING We care deeply about transforming lives with AMD technology to enrich our industry, our communities, and the world. Our mission is to build great products that accelerate next-generation computing experiences – the building blocks for the data center, artificial intelligence, PCs, gaming and embedded. Underpinning our mission is the AMD culture. We push the limits of innovation to solve the world’s most important challenges. We strive for execution..."
b30207ff18c68f05,"AVP, Data Engineering & Emerging Technology","Cambridge Investment Research, Inc.","Phoenix, AZ 85004",No,,Full-time,3.3,89,Just posted,,"python, sql, excel, machine learning",https://www.indeed.com/applystart?jk=b30207ff18c68f05&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namlmtg6gv802&astse=be3a98aab1747f15&assa=4976&params=mobvjtk=1j4namlmtg6gv802&jk=b30207ff18c68f05,"Overview: About Us: Cambridge Investment Research Inc. is one of the nation’s top independent financial solutions firms. We are committed to fostering an inclusive and dynamic work environment where innovation, collaboration, and growth are encouraged. Our team is dedicated to driving success and creating a workplace where every employee feels valued and empowered. At Cambridge, we’re not just leveraging data, we’re transforming it into insights that propel our company forward. You’ll have the a..."
b65b1baee72a2a07,Data Engineer,Mourant,New Jersey,No,,Full-time,4.2,5,Just posted,,"python, java, sql, aws",https://www.indeed.com/applystart?jk=b65b1baee72a2a07&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namn8821mu000&astse=4fa44f441ff563ac&assa=6541&params=mobvjtk=1j4namn8821mu000&jk=b65b1baee72a2a07,"Are you passionate about working with data and ready to take on an exciting challenge? We're seeking a Data Engineer to join our ambitious and friendly in-house Data Team within Information Services at Mourant. You'll have a varied and interesting workload working with a range of Information Services professionals. You'll contribute to designing, creating, and deploying enterprise-scale data analytics solutions, playing an important role in transforming our data into valuable insights that drive..."
2a85da046eaddaf7,"Sr. Software Dev Engineer, Data Center Design Engineering","Amazon Data Services, Inc.","Herndon, VA",No,"$151,300 - $261,500 a year",Full-time,3.5,53845,Just posted,,"excel, machine learning, aws",https://www.indeed.com/applystart?jk=2a85da046eaddaf7&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namqprlvuh805&astse=3638e4a06d212299&assa=204&params=mobvjtk=1j4namqprlvuh805&jk=2a85da046eaddaf7,"DESCRIPTION Are you passionate about building software for the Architecture, Engineering, Construction (AEC) industry supercharged by the latest Generative AI technology? If so, come build with us! The AWS Data Center Design Engineering - BIM Technology team is on a mission to innovate through new Building Information Modeling (BIM) and GenAI services that will enable our team and customers to design, build, and operate our worldwide data centers facilities better and faster. Our initiatives are..."
c3dde6fce367b0f5,Data Engineer Vice President,Citi,"Irving, TX",No,"$125,760 - $188,640 a year",Full-time,3.9,20345,Just posted,,"python, java, sql, excel",https://www.indeed.com/applystart?jk=c3dde6fce367b0f5&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namsh2l01t8al&astse=2d54371f9056f40e&assa=1981&params=mobvjtk=1j4namsh2l01t8al&jk=c3dde6fce367b0f5,"About Citi Citi is a leading global bank, serving millions of consumers, corporations, governments, and institutions in more than 160 countries and jurisdictions. With a mission to provide responsible financial services that enable growth and economic progress, Citi fosters a culture of innovation, collaboration, and inclusion. We leverage cutting-edge technology and data-driven strategies to deliver best-in-class financial solutions. About The Infrastructure Planning Organization The Infrastruc..."
49fd1997652fac1b,"Analytics Engineer, People Data",OpenAI,"San Francisco, CA",No,"$220,000 a year",Full-time,4.5,4,Just posted,,"python, sql",https://www.indeed.com/applystart?jk=49fd1997652fac1b&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namt2egqqc802&astse=fa1e083157040a9d&assa=2636&params=mobvjtk=1j4namt2egqqc802&jk=49fd1997652fac1b,"About the Team OpenAI’s People team aims to hire, engage, and retain world-class talent who will safely build and deploy universally beneficial Artificial General Intelligence (AGI). The People Systems team is an important subset of People Operations and is responsible for designing, building, and optimizing our HR technology to support a rapidly growing employee population. About the Role You’ll be the hands-on owner of our People analytics database—modeling, transforming, testing, and document..."
1e17f658c80bf61e,Sr Data Engineer,SAIC,"McLean, VA 22102",No,"$120,001 - $160,000 a year",Full-time,4.0,3167,Just posted,,"java, excel, machine learning, aws",https://www.indeed.com/applystart?jk=1e17f658c80bf61e&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4namt4di9ft832&astse=f145946fb740c02b&assa=2594&params=mobvjtk=1j4namt4di9ft832&jk=1e17f658c80bf61e,"Job ID: 2509508 Location: REMOTE WORK, VA, US Date Posted: 2025-09-08 Category: Information Technology Subcategory: Data Scientist Schedule: Full-time Shift: Day Job Travel: No Minimum Clearance Required: None Clearance Level Must Be Able to Obtain: Public Trust Potential for Remote Work: Yes Description SAIC is seeking an experienced Senior Data Engineer to join our Innovation Lab Agile team delivering software solutions to the United States Patent and Trademark Office. In this role you will de..."
5d1d32b2006587d6,Data Warehouse Support Engineer / IT Application Developer (PED #21499),State of New Mexico,"Santa Fe, NM 87505",No,$35.37 - $53.05 an hour,Full-time,3.5,396,Just posted,,excel,https://www.indeed.com/applystart?jk=5d1d32b2006587d6&from=mobvj&mvj=1&asub=mob&mobvjtk=1j4nand9kg06d80b&astse=2d72ac1de3bf9fac&assa=9111&params=mobvjtk=1j4nand9kg06d80b&jk=5d1d32b2006587d6,"Posting Details THIS POSTING WILL BE USED FOR ONGOING RECRUITMENT AND MAY CLOSE AT ANY TIME. APPLICANT LISTS MAY BE SCREENED MORE THAN ONCE. All positions at the NM Public Education Department are based in Santa Fe. MISSION: EQUITY, EXCELLENCE AND RELEVANCE - The New Mexico Public Education Department partners with educators, communities, and families to ensure that ALL students are healthy, secure in their identity, and holistically prepared for college, career, and life. VISION: ROOTED IN OUR ..."
